longitude,latitude,max_distance
-78.81818440951021,34.92007010753503,1.7625760108496944
-108.13120177193052,38.865418210558175,2.94640535372921
-114.98457431112118,35.773961643274056,1.7918468814977346
-95.1705226301422,36.990826000025024,2.431022841262954
-117.0035879405881,47.54970576014672,2.083207052478805
-81.88614738476298,28.03473412326128,1.48108645679049
-111.74725466197876,40.46247884513474,2.4958748135866853
-118.29262649454094,34.51440568945332,1.9449637321060975
-122.51927467859556,47.163505079094065,2.170345976866115
-81.27979254544906,32.97547853250607,1.7564962422884018
-93.87188321654699,33.189345077839114,2.219606811486448
-84.1080915814219,44.284327492549366,2.2350264707737617
-78.73682728002964,42.6766282601166,1.4544709303532823
-111.58987033005452,33.07016663275592,2.656359490794023
-116.82569046706894,44.10131042706638,2.2903429350784137
-104.45171281482146,46.69172822234392,2.8638024143376266
-88.93573765613216,44.030225231339905,1.80845522870426
-121.49942558104848,40.00196666496258,2.568104392860989
-105.12278607025367,39.39367490130425,3.0418534190506605
-73.09539670595586,44.09924991221276,1.4393223150610321
-81.38805842163215,35.300081876067644,1.755487476732599
-107.47223535822114,32.62490775539141,3.1688475460429526
-117.17051765859622,33.84421844055105,2.7110138854932773
-90.40079315790547,35.991900157988965,2.05924376521911
-108.92240514286857,45.128920785734785,3.3972825570827263
-103.29151283870937,32.35989448389604,3.6671314623229883
-79.46670336275035,40.2448441765534,2.0933846343352474
-119.78073781146009,35.92567155434327,1.688100398303399
-74.15568866049193,40.74058208083664,1.7266242623509007
-88.10528994794623,46.11957411085389,2.6092624926368244
-84.23829385000336,33.2115686400074,1.8315219323762786
-119.58979623368684,38.329768766601966,2.09317718308817
-121.69881267039734,37.84683058671722,1.739405359592432
-114.7170026037514,42.90930097590791,2.4214160304382717
-86.75361135782056,30.843758132602744,2.207335786956539
-94.27635908653684,41.85866853847905,2.2170652918667155
-90.71500685541784,30.36164245798425,2.2262226913978655
-101.31221545454423,47.29763884855416,2.3797832392475815
-98.06012595123724,27.0838515122533,3.042650441192539
-89.60646331248446,38.643379975141315,1.8898786909272989
-113.1055424961796,37.859277067523955,2.5822184047390166
-115.37442029762013,33.16394970240087,1.8891535450751524
-112.27487904446586,47.24991548907188,2.9060051872192534
-82.32666148814417,30.382832964259606,3.5092362192429496
-83.68459694318935,35.39631168185785,2.075506716593598
-75.26615666371208,43.916944938077584,1.4423913307634004
-98.51138350001482,35.40400020318523,2.18407360430306
-105.87355519235246,42.722764420624564,2.1566730275768333
-116.96947224388757,40.44506143905532,2.745617358057719
-106.37851160466052,35.5078330000829,2.010643534784233
-85.68581151625142,42.64513582282567,1.722997480425943
-92.00694093598,46.78365710699492,2.298375705847425
-77.37753996708565,35.972623971805945,1.9732415271037447
